"Palay and Corn: Volume of Production in Metric Tons by Ecosystem/Croptype, by Quarter, by Semester, by Region and by Province, 1987-2025"

"Ecosystem/Croptype","Geolocation","1987 Annual","1988 Annual","1989 Annual","1990 Annual","1991 Annual","1992 Annual","1993 Annual","1994 Annual","1995 Annual","1996 Annual","1997 Annual","1998 Annual","1999 Annual","2000 Annual","2001 Annual","2002 Annual","2003 Annual","2004 Annual","2005 Annual","2006 Annual","2007 Annual","2008 Annual","2009 Annual","2010 Annual","2011 Annual","2012 Annual","2013 Annual","2014 Annual","2015 Annual","2016 Annual","2017 Annual","2018 Annual","2019 Annual","2020 Annual","2021 Annual","2022 Annual","2023 Annual","2024 Annual","2025 Annual"
"Yellow Corn","....Zamboanga Sibugay",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42.00,336.00,1199.00,969.00,1563.00,4705.00,1210.00,1340.00,1352.00,1164.00,1863.00,1667.00,1665.00,1807.00,2170.78,5027.00,3538.74,3288.22,4797.15,3715.07,3658.86,4180.96,3639.57,..
"Yellow Corn","....Zamboanga City",949.00,3940.00,4204.00,4310.00,1156.00,383.00,2796.00,2129.00,714.00,894.00,847.00,840.00,1473.00,1479.00,1549.00,1699.00,1877.00,1355.00,2249.00,3992.00,4607.00,4130.00,4457.00,3514.00,4517.00,5485.00,5421.00,5838.00,6503.00,6247.40,6245.00,5808.88,7371.65,7543.63,0.00,0.00,0.00,0.00,..
"Yellow Corn","..REGION X (NORTHERN MINDANAO)",109760.00,124613.00,142536.00,178555.00,166136.00,225958.00,444560.00,458916.00,394321.00,409597.00,491766.00,469460.00,397900.00,411601.00,402847.00,357280.00,431094.00,567981.00,598338.00,595368.00,690085.00,745986.00,787963.00,780405.00,862454.00,864835.00,829795.00,795914.00,809042.62,759824.16,815693.00,830148.93,827622.50,830785.27,937994.71,962260.19,1058723.34,1088219.72,..
"Yellow Corn","....Bukidnon",108551.00,115051.00,132485.00,165907.00,154580.00,215204.00,431469.00,439766.00,372622.00,385967.00,467878.00,436204.00,366012.00,380033.00,368888.00,328694.00,405571.00,539821.00,568658.00,555132.00,626092.00,672381.00,718938.00,712254.00,761951.00,780267.00,730181.00,689566.00,702712.00,653454.00,703273.00,715107.43,714673.00,713440.98,811465.21,842207.04,944471.20,978201.20,..
"Yellow Corn","....Camiguin",0.00,0.00,0.00,0.00,12.00,0.00,0.00,0.00,0.00,0.00,60.00,0.00,50.00,23.00,17.00,77.00,48.00,24.00,27.00,62.00,34.00,35.00,53.00,56.00,88.00,101.00,109.00,86.00,94.00,106.26,189.00,203.00,208.00,179.89,170.30,143.72,111.45,44.56,..
"Yellow Corn","....Lanao del Norte",65.00,0.00,0.00,233.00,147.00,494.00,416.00,4240.00,8869.00,10742.00,14702.00,16826.00,20360.00,19269.00,20400.00,12684.00,10250.00,8022.00,6343.00,7384.00,27192.00,28674.00,20707.00,23576.00,44108.00,18100.00,31151.00,33782.00,39294.00,45255.90,45854.00,49929.50,52454.00,51811.65,57713.50,57576.50,57827.45,61668.04,..
"Yellow Corn","....Misamis Occidental",70.00,0.00,0.00,12.00,0.00,32.00,56.00,277.00,0.00,115.00,700.00,1612.00,715.00,80.00,49.00,264.00,147.00,164.00,100.00,1963.00,2417.00,3154.00,7188.00,4198.00,3293.00,3935.00,4041.00,4460.00,4205.00,4360.00,4437.00,4467.00,4501.50,4847.81,4183.70,4151.35,3484.50,4252.50,..
"Yellow Corn","....Misamis Oriental",1074.00,9562.00,10051.00,12403.00,11397.00,10228.00,12619.00,14633.00,12830.00,12773.00,8426.00,14818.00,10763.00,12196.00,13493.00,15561.00,15078.00,19950.00,23210.00,30827.00,34350.00,41742.00,41077.00,40321.00,53014.00,62432.00,64313.00,68020.00,62737.62,56648.00,61940.00,60442.00,55786.00,60504.94,64462.00,58181.58,52828.74,44053.42,..
"Yellow Corn","..REGION XI (DAVAO REGION)",4237.00,5189.00,5081.00,4560.00,2849.00,4520.00,9061.00,11812.00,23489.00,12820.00,6653.00,11375.00,10845.00,9144.00,11963.00,26718.00,44880.00,66434.00,78239.00,85313.00,120153.00,98403.00,48672.00,35940.00,37658.00,47923.00,53712.00,67575.00,50874.00,48480.00,59188.00,72223.81,63420.52,66062.28,66187.24,70423.30,72129.87,68007.16,..
"Yellow Corn","....Davao de Oro (Compostela Valley)",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11225.00,19174.00,25088.00,30732.00,31269.00,30332.00,23510.00,21290.00,17816.00,15825.00,21412.00,10969.00,19720.00,14496.00,15797.00,16625.00,30810.50,24354.36,24037.03,24160.00,22947.00,24180.00,19082.00,..
"Yellow Corn","....Davao del Norte",605.00,333.00,0.00,0.00,435.00,2196.00,621.00,6402.00,8351.00,4179.00,1048.00,4266.00,2733.00,2241.00,4462.00,1720.00,3567.00,3269.00,8092.00,12345.00,19986.00,32412.00,13707.00,9218.00,11081.00,8828.00,10389.00,11706.00,9441.00,8299.00,11101.00,11008.00,11403.00,12832.00,15284.46,18931.72,19526.98,21843.51,..
"Yellow Corn","....Davao del Sur",1180.00,1755.00,973.00,1351.00,1369.00,1202.00,4637.00,2167.00,6149.00,4618.00,2403.00,4490.00,5078.00,2209.00,3034.00,3895.00,7946.00,14444.00,16367.00,16688.00,32235.00,16055.00,4454.00,1491.00,5283.00,11915.00,24737.00,26509.00,19296.00,16560.00,22460.00,22736.31,12198.53,10964.53,18243.00,20337.21,19594.64,16575.26,..
"Yellow Corn","....Davao Occidental",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7330.48,8271.81,5708.03,5611.56,6259.02,7858.15,..
"Yellow Corn","....Davao Oriental",0.00,0.00,0.00,0.00,0.00,0.00,0.00,115.00,81.00,1002.00,0.00,0.00,0.00,2718.00,1385.00,5558.00,7006.00,16683.00,17705.00,20789.00,27659.00,14326.00,3936.00,2655.00,1335.00,923.00,2174.00,1544.00,1428.00,1833.00,3171.00,2118.00,1914.15,2573.84,2791.75,2595.81,2569.23,2648.24,..
"Yellow Corn","....City of Davao",2452.00,3101.00,4108.00,3209.00,1045.00,1122.00,3803.00,3128.00,8908.00,3021.00,3202.00,2619.00,3034.00,1976.00,3082.00,4320.00,7187.00,6950.00,5343.00,4222.00,9941.00,12100.00,5285.00,4760.00,4134.00,4845.00,5443.00,8096.00,6213.00,5991.00,5831.00,5551.00,6220.00,7383.07,0.00,0.00,0.00,0.00,..
"Yellow Corn","..REGION XII (SOCCSKSARGEN)",563811.00,564894.00,602596.00,725621.00,694999.00,681689.00,831262.00,865895.00,659477.00,686006.00,552887.00,489434.00,667396.00,598032.00,533253.00,546652.00,479232.00,575974.00,562013.00,676521.00,744419.00,820470.00,858726.00,817874.00,916746.00,960272.00,1036036.00,1072891.00,1005386.00,926154.00,1026166.00,1002403.00,904244.00,901127.97,881268.82,853689.47,863687.37,813966.08,..
"Yellow Corn","....Cotabato (North Cotabato)",120718.00,127233.00,162687.00,273471.00,268340.00,247896.00,291930.00,262759.00,180286.00,190986.00,137291.00,117969.00,199156.00,182232.00,181541.00,180324.00,158946.00,180003.00,142910.00,176431.00,227834.00,274939.00,263517.00,242644.00,301515.00,316920.00,346034.00,343098.00,307947.00,264152.00,288892.00,298559.00,250829.00,244778.00,263463.00,231775.00,212476.00,210738.00,..
"Yellow Corn","....Sarangani",0.00,0.00,0.00,0.00,0.00,0.00,0.00,43664.00,36417.00,36357.00,23410.00,30119.00,40034.00,35260.00,25777.00,37353.00,28609.00,40402.00,39031.00,59768.00,72249.00,72173.00,69793.00,65218.00,69498.00,71992.00,82770.00,89682.00,80148.00,69394.00,80817.00,80344.00,73480.00,86361.97,96677.82,80308.84,83614.63,83080.08,..
"Yellow Corn","....South Cotabato",423136.00,421511.00,417081.00,420823.00,412949.00,406203.00,500022.00,380611.00,360178.00,348338.00,275984.00,232685.00,307073.00,269249.00,195253.00,199529.00,176675.00,231935.00,257601.00,321990.00,319158.00,329451.00,359103.00,358461.00,370427.00,382249.00,407397.00,438605.00,415572.00,397660.00,442618.00,411489.00,382180.00,362557.00,330870.00,340303.34,363898.70,340116.00,..
"Yellow Corn","....Sultan Kudarat",19957.00,16150.00,22828.00,31327.00,13710.00,27590.00,39310.00,178861.00,82596.00,110325.00,116202.00,108661.00,121133.00,111291.00,130682.00,129446.00,115002.00,123634.00,122471.00,118332.00,125178.00,143907.00,166313.00,151551.00,175306.00,189111.00,199835.00,201506.00,201719.00,194948.00,213839.00,212011.00,197755.00,207431.00,190258.00,201302.29,203698.04,180032.00,..
"Yellow Corn","..REGION XIII (CARAGA)",320.00,1443.00,0.00,0.00,0.00,429.00,2543.00,2442.00,1643.00,2963.00,5458.00,12258.00,3248.00,6260.00,7106.00,9745.00,13403.00,17808.00,23074.00,24052.00,39043.00,33755.00,33771.00,45663.00,40574.00,45059.00,53281.00,68319.50,62695.00,78259.00,72979.00,82571.90,80946.33,93645.49,84656.65,70111.55,86354.36,85234.20,..
"Yellow Corn","....Agusan del Norte",0.00,1443.00,0.00,0.00,0.00,0.00,0.00,18.00,0.00,0.00,12.00,213.00,80.00,97.00,0.00,0.00,1990.00,2105.00,3101.00,1865.00,5902.00,4193.00,2151.00,4203.00,4691.00,2070.00,4376.00,5170.00,6674.00,13730.00,11260.00,12363.00,4869.04,4903.38,9301.92,9306.00,10174.67,10404.00,..
"Yellow Corn","....Agusan del Sur",15.00,0.00,0.00,0.00,0.00,0.00,2070.00,2418.00,1551.00,2709.00,5119.00,11605.00,2714.00,5627.00,6798.00,9470.00,11178.00,14945.00,18858.00,20845.00,29991.00,26322.00,29335.00,39689.00,34890.00,40025.00,46011.00,59018.00,54209.00,62866.00,54728.00,61267.00,68436.60,82654.00,69016.00,53603.00,69840.30,67269.20,..
"Yellow Corn","....Dinagat Islands",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49.50,14.00,61.00,98.00,141.90,97.50,158.88,97.00,109.01,87.29,130.00,..
"Yellow Corn","....Surigao del Norte",50.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,92.00,254.00,327.00,440.00,454.00,536.00,308.00,275.00,235.00,441.00,535.00,818.00,912.00,930.00,657.00,413.00,300.00,301.00,506.00,876.00,744.00,302.00,302.00,341.00,511.00,580.07,673.70,609.95,817.10,858.00,..
"Yellow Corn","....Surigao del Sur",255.00,0.00,0.00,0.00,0.00,429.00,473.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,317.00,580.00,524.00,2238.00,2310.00,1628.00,1358.00,693.00,2663.00,2388.00,3206.00,1054.00,1300.00,6591.00,8459.00,7032.19,5349.16,5568.03,6483.59,5435.00,6573.00,..
"Yellow Corn","..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM)",184289.00,173823.00,173497.00,157642.00,148188.00,156879.00,186656.00,211057.00,172518.00,248188.00,252870.00,178722.00,263372.00,252589.00,275150.00,253572.00,238685.00,163953.00,113543.00,149857.00,196081.00,263556.00,257796.00,222921.00,148752.00,141945.00,148005.00,155994.00,157311.00,247238.20,423160.00,438703.20,610558.92,676963.35,536904.52,532225.22,707086.02,738669.16,..
"Yellow Corn","....Basilan",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..
"Yellow Corn","....Lanao del Sur",63574.00,53002.00,45559.00,35806.00,37999.00,54059.00,67231.00,78970.00,86891.00,163628.00,151164.00,97221.00,136800.00,130134.00,125443.00,151590.00,133136.00,96640.00,70140.00,82768.00,81482.00,62816.00,45559.00,46030.00,62415.00,45676.00,68602.00,63578.00,65625.00,70347.80,134872.00,108384.50,169764.00,135517.81,137973.35,135668.05,136281.64,137147.82,..
"Yellow Corn","....Maguindanao",114815.00,116573.00,127938.00,121836.00,110189.00,102820.00,119425.00,132087.00,85627.00,84560.00,101706.00,81501.00,126572.00,122455.00,149707.00,101982.00,105549.00,67313.00,43403.00,67089.00,114599.00,200740.00,212237.00,176891.00,86337.00,96269.00,79403.00,92416.00,91686.00,176890.40,288288.00,330318.70,440794.92,541445.54,398931.17,396557.17,513328.67,548426.34,..
"Yellow Corn","....Sulu",5895.00,4248.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..
"Yellow Corn","....Tawi-tawi",5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..
"Corn","..CORDILLERA ADMINISTRATIVE REGION (CAR)",22088.00,28177.00,24524.00,25055.00,20757.00,30736.00,28407.00,33054.00,35774.00,34533.00,41910.00,40298.00,67005.00,72415.00,93552.00,93611.00,84162.00,106282.00,130464.00,160109.00,175582.00,196421.00,201773.00,172195.00,218788.00,225135.00,242074.00,244576.00,237823.00,199355.00,242850.00,207439.20,232350.58,244550.47,216066.47,190790.85,171771.54,161697.02,..
"Corn","....Abra",7455.00,7669.00,6841.00,6828.00,6712.00,6225.00,6049.00,5995.00,6235.00,6429.00,6797.00,6755.00,7781.00,8642.00,7018.00,7859.00,7591.00,7449.00,8667.00,10399.00,10444.00,9238.00,11737.00,12102.00,15841.00,16139.00,16153.00,16618.00,16170.00,16152.00,16262.00,16167.00,16209.00,18384.00,18471.00,16757.00,15575.00,16003.81,..
"Corn","....Apayao",0.00,0.00,0.00,0.00,0.00,0.00,0.00,4412.00,5136.00,5499.00,6652.00,3717.00,6160.00,7789.00,14798.00,15737.00,19067.00,28418.00,27999.00,30758.00,27767.00,17162.00,17845.00,16666.00,22946.00,26001.00,32748.00,32211.00,31885.00,29323.00,35986.00,26281.00,25741.15,37528.90,31555.12,27924.63,17005.45,13880.99,..
"Corn","....Benguet",955.00,999.00,1008.00,676.00,580.00,203.00,241.00,255.00,170.00,157.00,144.00,45.00,62.00,60.00,52.00,53.00,50.00,48.00,51.00,51.00,50.00,38.00,38.00,38.00,34.00,34.00,36.00,37.00,37.00,42.00,40.00,348.20,453.43,477.56,486.54,505.10,465.80,377.25,..
"Corn","....Ifugao",5358.00,6365.00,6088.00,5809.00,2966.00,10097.00,8458.00,10340.00,10760.00,8489.00,10647.00,14121.00,30986.00,33282.00,42698.00,43542.00,31238.00,35159.00,35956.00,44086.00,70661.00,88938.00,83511.00,84285.00,93847.00,97183.00,106449.00,119409.00,111658.00,93265.00,103540.00,98072.00,109728.00,109782.52,73711.39,57706.75,51784.01,54469.96,..
"Corn","....Kalinga",6060.00,10793.00,8634.00,9800.00,8324.00,7680.00,7519.00,5742.00,5888.00,6281.00,7346.00,4295.00,6845.00,8861.00,13607.00,12576.00,13700.00,18517.00,38199.00,52600.00,45828.00,55207.00,65193.00,46112.00,65505.00,64166.00,64944.00,54975.00,53771.00,44145.00,63076.00,43346.00,56474.00,52121.69,66786.67,64089.00,63660.19,55549.00,..
"Corn","....Mountain Province",2260.00,2351.00,1953.00,1942.00,2175.00,6531.00,6140.00,6310.00,7585.00,7678.00,10324.00,11365.00,15171.00,13781.00,15379.00,13844.00,12516.00,16691.00,19592.00,22215.00,20832.00,25838.00,23449.00,12992.00,20615.00,21612.00,21744.00,21326.00,24302.00,16428.00,23946.00,23225.00,23745.00,26255.80,25055.75,23808.37,23281.09,21416.01,..
"Corn","..REGION I (ILOCOS REGION)",63830.00,67792.00,66884.00,87933.00,96781.00,65421.00,73562.00,108555.00,134511.00,162610.00,199729.00,214469.00,180706.00,173446.00,182666.00,182061.00,196679.00,223855.00,300184.00,320167.00,335575.00,363662.00,351103.00,358445.00,387882.00,434720.00,447503.00,476740.79,490943.00,508024.00,556462.00,560885.00,574852.00,563388.00,571259.15,585755.64,594406.80,581738.37,..
"Corn","....Ilocos Norte",5185.00,5828.00,5282.00,6804.00,8208.00,7198.00,9041.00,17194.00,20282.00,23873.00,36214.00,35604.00,36757.00,28973.00,37242.00,36372.00,40538.00,45060.00,49988.00,55387.00,56977.00,58574.00,58368.00,53553.00,52157.00,53698.00,55731.00,58382.00,60898.00,61424.00,62672.00,64592.00,65123.00,66508.00,65495.99,66284.04,68425.26,69918.60,..
"Corn","....Ilocos Sur",3960.00,4061.00,6059.00,9409.00,7870.00,4680.00,5182.00,8246.00,10515.00,22711.00,20805.00,20024.00,26169.00,23024.00,24644.00,26471.00,28708.00,30298.00,42035.00,45949.00,58254.00,72472.00,64672.00,55341.00,63579.00,69447.00,73267.00,76508.00,78711.00,83765.00,89485.00,99476.00,112674.00,108606.00,110736.00,114406.00,117857.00,103601.68,..
"Corn","....La Union",1470.00,1248.00,1128.00,1070.00,1222.00,1444.00,1076.00,2199.00,3131.00,6826.00,10501.00,8389.00,7658.00,9455.00,9429.00,10556.00,13641.00,17822.00,19204.00,19604.00,21224.00,21387.00,20535.00,19030.00,23076.00,26395.00,28898.00,32166.00,32216.00,31644.00,38440.00,38927.00,39585.00,39613.00,36794.16,38622.60,39006.54,39116.09,..
"Corn","....Pangasinan",53215.00,56655.00,54415.00,70650.00,79481.00,52099.00,58263.00,80916.00,100583.00,109200.00,132209.00,150452.00,110122.00,111994.00,111351.00,108662.00,113792.00,130675.00,188957.00,199227.00,199120.00,211229.00,207528.00,230521.00,249070.00,285180.00,289607.00,309684.79,319118.00,331191.00,365865.00,357890.00,357470.00,348661.00,358233.00,366443.00,369118.00,369102.00,..
"Corn","..REGION II (CAGAYAN VALLEY)",398517.00,438167.00,448692.00,550840.00,465795.00,648088.00,443321.00,506378.00,604870.00,466228.00,669821.00,571208.00,1029863.00,951904.00,907177.00,832411.00,824053.00,1198394.00,769506.00,1219382.00,1281309.00,1476879.00,1598198.00,1263614.00,1601687.00,1875622.97,1713891.30,1856714.99,1801194.10,1678812.77,1837480.34,1625325.36,1866918.34,1861855.63,1891169.70,1960108.42,1963009.17,1956155.67,..
"Corn","....Batanes",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,237.97,217.30,396.99,219.10,177.77,246.34,235.86,208.62,249.21,278.47,402.49,444.18,360.68,..
"Corn","....Cagayan",44915.00,45487.00,49632.00,53863.00,32129.00,71174.00,50928.00,112751.00,107145.00,96405.00,143503.00,120027.00,159085.00,133571.00,114386.00,150490.00,127305.00,189121.00,152147.00,204159.00,259218.00,297984.00,335604.00,261240.00,371800.00,432333.00,361171.00,431235.00,456344.00,405570.00,499775.00,368946.00,492627.00,500557.90,593647.00,609940.04,625931.00,614425.00,..
"Corn","....Isabela",324884.00,360672.00,372896.00,458868.00,399505.00,536969.00,344862.00,316592.00,411266.00,316853.00,432937.00,362612.00,736112.00,675716.00,647979.00,554176.00,580128.00,850046.00,513687.00,867031.00,906478.00,1009420.00,1052008.00,863899.00,1049954.00,1209524.00,1177200.00,1175322.00,1118942.00,1043743.00,1097314.00,1015642.50,1135479.00,1115513.92,1080653.06,1094839.74,1089440.36,1091772.79,..
"Corn","....Nueva Vizcaya",11537.00,12684.00,9856.00,13540.00,9553.00,15795.00,10410.00,29688.00,40816.00,27044.00,42070.00,34774.00,49397.00,56877.00,51061.00,52684.00,41875.00,56727.00,33868.00,58251.00,48702.00,57769.00,63354.00,43389.00,58966.00,66705.00,59488.00,73342.00,74180.00,67275.00,77491.00,75429.00,73813.00,74430.60,75737.50,80033.25,75980.43,76871.88,..
"Corn","....Quirino",17181.00,19324.00,16308.00,24569.00,24608.00,24150.00,37121.00,47347.00,45643.00,25926.00,51311.00,53795.00,85269.00,85740.00,93751.00,75061.00,74745.00,102500.00,69804.00,89941.00,66911.00,111706.00,147232.00,95086.00,120967.00,166823.00,115815.00,176419.00,151509.00,162047.00,162654.00,165072.00,164790.72,171104.00,140853.67,174892.90,171213.20,172725.32,..
"Corn","..REGION III (CENTRAL LUZON)",9422.00,11866.00,13090.00,17336.00,19402.00,17118.00,21821.00,26850.00,37111.00,52805.00,70974.00,117739.00,77459.00,77298.00,114065.00,122546.00,143619.00,147230.00,182333.00,182763.00,198590.00,225915.00,217245.00,197890.00,188494.00,210574.00,227765.00,240870.00,271319.00,259546.28,258746.00,271944.50,284714.54,274274.82,309854.02,306020.96,285369.48,250307.20,..
"Corn","....Aurora",115.00,114.00,202.00,32.00,70.00,155.00,166.00,178.00,178.00,216.00,234.00,238.00,285.00,465.00,536.00,567.00,660.00,1378.00,13484.00,14166.00,17473.00,24381.00,25945.00,18395.00,13386.00,21146.00,21527.00,22583.00,23696.00,26403.00,22557.00,17133.00,15865.29,11489.60,14759.86,16899.90,12795.62,15333.13,..
"Corn","....Bataan",160.00,160.00,192.00,105.00,102.00,0.00,0.00,422.00,366.00,555.00,1237.00,1437.00,1227.00,1028.00,816.00,961.00,1070.00,1202.00,4312.00,4494.00,5609.00,5287.00,7102.00,9361.00,8814.00,7230.00,10753.00,7391.00,9555.00,8380.00,7424.00,6991.00,6931.07,6883.66,6637.75,6647.92,5025.53,4509.81,..
"Corn","....Bulacan",665.00,1265.00,1333.00,1615.00,846.00,1779.00,680.00,810.00,1462.00,1000.00,1483.00,718.00,1171.00,722.00,801.00,1016.00,1710.00,1615.00,2034.00,1948.00,1415.00,1635.00,1895.00,2532.00,2267.00,2580.00,3270.00,3666.00,4684.00,3975.00,4096.00,5959.00,5008.00,3033.20,1837.75,3837.65,2451.90,1516.00,..
"Corn","....Nueva Ecija",4347.00,5289.00,4075.00,4044.00,2422.00,2770.00,2674.00,1863.00,2378.00,1685.00,2449.00,2980.00,2774.00,2597.00,3216.00,5027.00,9804.00,12088.00,17235.00,16923.00,18631.00,21501.00,19623.00,15103.00,15135.00,19352.00,24435.00,25804.00,33071.00,31930.00,38459.00,38963.50,51359.98,42457.40,74588.26,67265.95,49247.68,32228.32,..
"Corn","....Pampanga",1740.00,2543.00,2610.00,4195.00,4741.00,4355.00,7009.00,6852.00,10980.00,16535.00,24152.00,30418.00,22207.00,20839.00,21396.00,29516.00,40474.00,41215.00,42027.00,46283.00,47668.00,53137.00,50554.00,49447.00,47478.00,49021.00,54331.00,58157.00,60487.00,62360.00,60805.00,64618.00,71217.70,66448.10,70377.80,69883.36,70560.13,50951.89,..
"Corn","....Tarlac",2350.00,2478.00,4669.00,7341.00,11215.00,7943.00,11189.00,16670.00,21699.00,32742.00,41350.00,81849.00,49733.00,51576.00,87233.00,85402.00,89783.00,89056.00,102568.00,98044.00,106448.00,118472.00,110684.00,102666.00,100888.00,110633.00,112107.00,122226.00,138616.00,124800.00,124368.00,134945.00,131507.00,141610.00,139405.00,139261.00,142782.82,142927.00,..
"Corn","....Zambales",45.00,17.00,9.00,4.00,6.00,116.00,103.00,55.00,48.00,72.00,69.00,99.00,62.00,71.00,67.00,57.00,118.00,676.00,673.00,905.00,1346.00,1502.00,1442.00,386.00,526.00,612.00,1342.00,1043.00,1210.00,1698.28,1037.00,3335.00,2825.50,2352.86,2247.60,2225.18,2505.80,2841.05,..
"Corn","..REGION IV-A (CALABARZON)",209309.00,199287.00,182517.00,176215.00,147923.00,135540.00,45741.00,48392.00,46368.00,47215.00,44452.00,39060.00,40821.00,41308.00,42297.00,41309.00,42772.00,53034.00,64102.00,53412.00,66249.00,60319.00,51949.00,60209.00,57557.00,58657.00,75165.00,74328.96,64823.00,96821.00,92762.15,91418.06,69786.67,75761.11,67145.22,60852.44,54966.52,43957.86,..
"Corn","....Batangas",134939.00,136628.00,125154.00,117665.00,109896.00,110635.00,21776.00,14861.00,8674.00,10109.00,8731.00,8046.00,8310.00,7610.00,8638.00,6482.00,9383.00,14488.00,19570.00,19195.00,17422.00,20030.00,20228.00,24280.00,21187.00,15323.00,22918.00,21350.00,12354.00,15371.00,14794.00,12725.00,13876.85,10456.00,16342.15,15787.72,13914.45,10542.31,..
"Corn","....Cavite",18940.00,18872.00,15802.00,12708.00,13129.00,6972.00,4111.00,2744.00,2395.00,2441.00,1953.00,2225.00,2437.00,1680.00,2347.00,2682.00,3607.00,3341.00,2749.00,2519.00,2729.00,1975.00,3413.00,1944.00,2497.00,2559.00,2654.00,1704.00,2323.00,1765.00,2130.15,1956.71,1635.04,1429.97,1157.41,1038.06,935.84,940.91,..
"Corn","....Laguna",37605.00,28940.00,27373.00,27013.00,2872.00,855.00,690.00,716.00,1128.00,1140.00,911.00,503.00,524.00,891.00,1647.00,1548.00,826.00,946.00,2162.00,2926.00,4209.00,4685.00,3654.00,2708.00,2622.00,2864.00,2804.00,2249.00,3543.00,3842.00,4291.00,4818.89,5277.63,4829.03,4120.00,5050.95,5553.15,5282.27,..
"Corn","....Quezon",16115.00,13279.00,12898.00,17561.00,20685.00,15804.00,17885.00,28893.00,33954.00,33261.00,32626.00,28133.00,29426.00,31017.00,29540.00,30475.00,28823.00,34128.00,39448.00,28479.00,41482.00,32867.00,23936.00,30333.00,30271.00,36776.00,45449.00,47365.96,44622.00,75095.00,69625.00,69905.00,47368.00,56527.03,44051.00,37818.00,33267.00,26058.85,..
"Corn","....Rizal",1710.00,1568.00,1290.00,1268.00,1341.00,1274.00,1279.00,1178.00,217.00,264.00,231.00,153.00,124.00,110.00,125.00,122.00,133.00,131.00,173.00,293.00,407.00,762.00,718.00,944.00,980.00,1135.00,1340.00,1660.00,1981.00,748.00,1922.00,2012.46,1629.15,2519.07,1474.66,1157.71,1296.08,1133.53,..
"Corn","..MIMAROPA REGION",38660.00,35784.00,39460.00,43381.00,63231.00,59707.00,60886.00,82893.00,72210.00,63639.00,67137.00,27311.00,55812.00,56526.00,58755.00,62005.00,59359.00,67564.00,94161.00,107559.00,114715.00,110088.00,103906.00,67712.00,84173.00,87223.20,104678.00,107723.00,125492.00,114604.00,121098.00,130146.41,106939.80,121201.15,115297.47,126950.22,125325.54,106008.27,..
"Corn","....Marinduque",375.00,514.00,983.00,915.00,989.00,798.00,735.00,745.00,708.00,753.00,738.00,1055.00,997.00,1035.00,1172.00,1217.00,1246.00,1283.00,1216.00,998.00,919.00,241.00,699.00,147.00,160.00,149.00,267.00,164.00,312.00,278.00,393.00,243.00,448.50,570.76,867.00,1102.64,1369.00,1291.00,..
"Corn","....Occidental Mindoro",5525.00,3427.00,3844.00,4171.00,4842.00,3654.00,2890.00,8065.00,12415.00,13061.00,14379.00,15481.00,31308.00,27647.00,28182.00,29680.00,28425.00,31184.00,42634.00,48455.00,53598.00,67083.00,71147.00,57098.00,59478.00,67621.00,85500.00,84827.00,100185.00,86988.00,92120.00,101304.00,78605.00,89980.00,88116.45,100584.90,99389.93,79408.18,..
