"Geolocation","Commodity","year","month","price","date"
"..REGION X (NORTHERN MINDANAO)","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2023,"November",24.07,2023-11-01
"..REGION X (NORTHERN MINDANAO)","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2023,"December",25.01,2023-12-01
"..REGION X (NORTHERN MINDANAO)","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2023,"Annual",21.37,NA
"..REGION X (NORTHERN MINDANAO)","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2024,"January",25.28,2024-01-01
"..REGION X (NORTHERN MINDANAO)","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2024,"February",25.46,2024-02-01
"..REGION X (NORTHERN MINDANAO)","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2024,"March",26.23,2024-03-01
"..REGION X (NORTHERN MINDANAO)","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2024,"April",24.71,2024-04-01
"..REGION X (NORTHERN MINDANAO)","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2024,"May",26.66,2024-05-01
"..REGION X (NORTHERN MINDANAO)","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2024,"June",26.11,2024-06-01
"..REGION X (NORTHERN MINDANAO)","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2024,"July",25.05,2024-07-01
"..REGION X (NORTHERN MINDANAO)","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2024,"August",25.26,2024-08-01
"..REGION X (NORTHERN MINDANAO)","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2024,"September",24.78,2024-09-01
"..REGION X (NORTHERN MINDANAO)","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2024,"October",23.17,2024-10-01
"..REGION X (NORTHERN MINDANAO)","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2024,"November",21.96,2024-11-01
"..REGION X (NORTHERN MINDANAO)","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2024,"December",22.79,2024-12-01
"..REGION X (NORTHERN MINDANAO)","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2024,"Annual",24.79,NA
"..REGION X (NORTHERN MINDANAO)","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2025,"January",20.71,2025-01-01
"..REGION X (NORTHERN MINDANAO)","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2025,"February",21.3,2025-02-01
"..REGION X (NORTHERN MINDANAO)","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2025,"March",19.04,2025-03-01
"..REGION X (NORTHERN MINDANAO)","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2025,"April",19.03,2025-04-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2010,"January",14.94,2010-01-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2010,"February",15.8,2010-02-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2010,"March",15.28,2010-03-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2010,"April",15.31,2010-04-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2010,"May",15.4,2010-05-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2010,"June",15.58,2010-06-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2010,"July",15.91,2010-07-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2010,"August",16.01,2010-08-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2010,"September",13.91,2010-09-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2010,"October",12.08,2010-10-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2010,"November",13.81,2010-11-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2010,"December",14.3,2010-12-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2010,"Annual",14.86,NA
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2011,"January",15.72,2011-01-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2011,"February",15.92,2011-02-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2011,"March",15.81,2011-03-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2011,"April",16.59,2011-04-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2011,"May",16.55,2011-05-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2011,"June",16.33,2011-06-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2011,"July",16.28,2011-07-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2011,"August",15.93,2011-08-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2011,"September",15.56,2011-09-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2011,"October",16.05,2011-10-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2011,"November",16.24,2011-11-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2011,"December",16.2,2011-12-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2011,"Annual",16.1,NA
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2012,"January",17.98,2012-01-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2012,"February",17.77,2012-02-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2012,"March",17.39,2012-03-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2012,"April",17.56,2012-04-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2012,"May",17.83,2012-05-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2012,"June",17.77,2012-06-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2012,"July",17.75,2012-07-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2012,"August",17.88,2012-08-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2012,"September",15.15,2012-09-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2012,"October",15.76,2012-10-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2012,"November",16.69,2012-11-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2012,"December",16.38,2012-12-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2012,"Annual",17.16,NA
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2013,"January",16.05,2013-01-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2013,"February",15.83,2013-02-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2013,"March",15.82,2013-03-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2013,"April",16.65,2013-04-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2013,"May",16.49,2013-05-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2013,"June",17.17,2013-06-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2013,"July",18.05,2013-07-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2013,"August",18.67,2013-08-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2013,"September",17.07,2013-09-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2013,"October",16.27,2013-10-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2013,"November",17.69,2013-11-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2013,"December",18.08,2013-12-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2013,"Annual",16.99,NA
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2014,"January",18.46,2014-01-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2014,"February",20.22,2014-02-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2014,"March",20.43,2014-03-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2014,"April",21.64,2014-04-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2014,"May",21.36,2014-05-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2014,"June",20.35,2014-06-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2014,"July",20.24,2014-07-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2014,"August",19.92,2014-08-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2014,"September",18.47,2014-09-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2014,"October",18.01,2014-10-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2014,"November",18.82,2014-11-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2014,"December",19.1,2014-12-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2014,"Annual",19.75,NA
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2015,"January",17.99,2015-01-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2015,"February",19.39,2015-02-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2015,"March",19.96,2015-03-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2015,"April",20.14,2015-04-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2015,"May",20.87,2015-05-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2015,"June",17.97,2015-06-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2015,"July",19.39,2015-07-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2015,"August",19.56,2015-08-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2015,"September",19.39,2015-09-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2015,"October",18.31,2015-10-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2015,"November",19.18,2015-11-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2015,"December",19.55,2015-12-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2015,"Annual",19.31,NA
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2016,"January",20.35,2016-01-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2016,"February",21.3,2016-02-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2016,"March",21.1,2016-03-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2016,"April",21.19,2016-04-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2016,"May",20.65,2016-05-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2016,"June",20.58,2016-06-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2016,"July",21.02,2016-07-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2016,"August",20.55,2016-08-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2016,"September",20.04,2016-09-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2016,"October",16.65,2016-10-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2016,"November",17.98,2016-11-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2016,"December",18.54,2016-12-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2016,"Annual",20,NA
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2017,"January",19.23,2017-01-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2017,"February",20.49,2017-02-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2017,"March",19.72,2017-03-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2017,"April",19.18,2017-04-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2017,"May",19.74,2017-05-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2017,"June",20.31,2017-06-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2017,"July",19.82,2017-07-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2017,"August",19.86,2017-08-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2017,"September",19.96,2017-09-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2017,"October",19.32,2017-10-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2017,"November",20.52,2017-11-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2017,"December",21.35,2017-12-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2017,"Annual",19.96,NA
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2018,"January",21.23,2018-01-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2018,"February",21.76,2018-02-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2018,"March",20.87,2018-03-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2018,"April",20.71,2018-04-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2018,"May",20.83,2018-05-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2018,"June",21.24,2018-06-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2018,"July",21.04,2018-07-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2018,"August",23.45,2018-08-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2018,"September",23.65,2018-09-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2018,"October",20.19,2018-10-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2018,"November",19.39,2018-11-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2018,"December",20.69,2018-12-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2018,"Annual",21.25,NA
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2019,"January",18.92,2019-01-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2019,"February",20.63,2019-02-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2019,"March",18.7,2019-03-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2019,"April",19.31,2019-04-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2019,"May",18.75,2019-05-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2019,"June",20,2019-06-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2019,"July",19.15,2019-07-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2019,"August",19.39,2019-08-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2019,"September",16.76,2019-09-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2019,"October",14.7,2019-10-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2019,"November",14.93,2019-11-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2019,"December",15.81,2019-12-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2019,"Annual",18.09,NA
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2020,"January",15.93,2020-01-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2020,"February",15.61,2020-02-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2020,"March",16.13,2020-03-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2020,"April",23.2,2020-04-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2020,"May",23.4,2020-05-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2020,"June",23.4,2020-06-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2020,"July",20.37,2020-07-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2020,"August",22.02,2020-08-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2020,"September",15.13,2020-09-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2020,"October",15.01,2020-10-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2020,"November",15.06,2020-11-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2020,"December",15.56,2020-12-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2020,"Annual",18.4,NA
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2021,"January",19.56,2021-01-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2021,"February",17.76,2021-02-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2021,"March",18.89,2021-03-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2021,"April",17.03,2021-04-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2021,"May",17.76,2021-05-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2021,"June",18.04,2021-06-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2021,"July",19.76,2021-07-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2021,"August",17.79,2021-08-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2021,"September",16.13,2021-09-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2021,"October",15.5,2021-10-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2021,"November",17.97,2021-11-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2021,"December",18.14,2021-12-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2021,"Annual",17.86,NA
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2022,"January",17.44,2022-01-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2022,"February",17.04,2022-02-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2022,"March",17.92,2022-03-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2022,"April",17.92,2022-04-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2022,"May",18.53,2022-05-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2022,"June",18.67,2022-06-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2022,"July",18.44,2022-07-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2022,"August",18.01,2022-08-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2022,"September",17.16,2022-09-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2022,"October",17.23,2022-10-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2022,"November",16.75,2022-11-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2022,"December",17.01,2022-12-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2022,"Annual",17.68,NA
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2023,"January",16.61,2023-01-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2023,"February",17.81,2023-02-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2023,"March",19.48,2023-03-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2023,"April",20.08,2023-04-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2023,"May",19.21,2023-05-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2023,"June",19.76,2023-06-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2023,"July",20.9,2023-07-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2023,"August",23.78,2023-08-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2023,"September",20.96,2023-09-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2023,"October",22.47,2023-10-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2023,"November",23.05,2023-11-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2023,"December",25.41,2023-12-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2023,"Annual",20.79,NA
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2024,"January",25.87,2024-01-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2024,"February",26.49,2024-02-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2024,"March",25.03,2024-03-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2024,"April",24.71,2024-04-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2024,"May",27.38,2024-05-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2024,"June",27.93,2024-06-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2024,"July",23.39,2024-07-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2024,"August",23.68,2024-08-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2024,"September",21.47,2024-09-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2024,"October",17.63,2024-10-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2024,"November",17.63,2024-11-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2024,"December",22.03,2024-12-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2024,"Annual",23.6,NA
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2025,"January",20.49,2025-01-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2025,"February",20.84,2025-02-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2025,"March",17.13,2025-03-01
"....Bukidnon","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2025,"April",19.98,2025-04-01
"....Camiguin","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2022,"March",22.92,2022-03-01
"....Camiguin","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2022,"Annual",22.92,NA
"....Lanao del Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2010,"January",15.85,2010-01-01
"....Lanao del Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2010,"February",16.45,2010-02-01
"....Lanao del Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2010,"March",16.87,2010-03-01
"....Lanao del Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2010,"April",14.5,2010-04-01
"....Lanao del Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2010,"May",14.94,2010-05-01
"....Lanao del Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2010,"June",14.94,2010-06-01
"....Lanao del Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2010,"July",16.46,2010-07-01
"....Lanao del Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2010,"August",16.22,2010-08-01
"....Lanao del Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2010,"September",16.33,2010-09-01
"....Lanao del Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2010,"October",14.95,2010-10-01
"....Lanao del Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2010,"November",15.61,2010-11-01
"....Lanao del Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2010,"December",16,2010-12-01
"....Lanao del Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2010,"Annual",15.76,NA
"....Lanao del Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2011,"January",16.33,2011-01-01
"....Lanao del Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2011,"February",16.8,2011-02-01
"....Lanao del Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2011,"March",16.04,2011-03-01
"....Lanao del Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2011,"April",15.5,2011-04-01
"....Lanao del Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2011,"May",15.48,2011-05-01
"....Lanao del Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2011,"June",15.69,2011-06-01
"....Lanao del Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2011,"July",15.72,2011-07-01
"....Lanao del Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2011,"August",15.94,2011-08-01
"....Lanao del Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2011,"September",16.59,2011-09-01
"....Lanao del Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2011,"October",15.85,2011-10-01
"....Lanao del Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2011,"November",14.8,2011-11-01
"....Lanao del Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2011,"December",16.37,2011-12-01
"....Lanao del Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2011,"Annual",15.93,NA
"....Lanao del Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2012,"January",16.98,2012-01-01
"....Lanao del Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2012,"February",16.82,2012-02-01
